STT,product_id,name,brand,type,price,warranty_info,feature,voice_control,microphone,battery_life,dimensions,weight,compatibility
122,55003,Tai nghe Bluetooth chụp tai Havit H2590BT Pro,Havit,Tai nghe Bluetooth,590000,"Bảo hành 12 tháng chính hãng, 1 đổi 1",Chống ồn,Nút bấm vật lý,Có,3 - 4 giờ,150 x 195 x 68mm,150g,Các thiết bị hỗ trợ Bluetooth và cổng AUX 3.5mm
123,79538,Tai nghe Bluetooth True Wireless Baseus Bowie E20s,Baseus,Tai nghe Bluetooth,690000,Bảo hành 1 đổi 1 trong 12 tháng.,"Điều khiển giọng nói, Có mic đàm thoại",Cảm ứng chạm,Có (4 mic),Tai nghe + Hộp sạc: 32 giờ,,,Các thiết bị có hỗ trợ Bluetooth
124,59972,Tai nghe Bluetooth chụp tai Edifier WH950NB,Edifier,Tai nghe Bluetooth,4990000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Có mic đàm thoại",Cảm ứng chạm,Có,55 giờ,193 x 169 x 82 mm,296 gr,Các thiết bị có hỗ trợ Bluetooth
125,63566,Tai nghe Bluetooth chụp tai JBL Tune 770NC,JBL,Tai nghe Bluetooth,3490000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Có mic đàm thoại",Nút bấm vật lý,Có (1),70 giờ (tối đa),,,Các thiết bị có hỗ trợ Bluetooth
126,51697,Tai nghe Bluetooth True Wireless Xiaomi Redmi Buds 4,Xiaomi,Tai nghe Bluetooth,1590000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Xuyên âm, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 6 giờ <br>Hộp sạc: 30 giờ,,Tai nghe: 4.5 g<br>Hộp sạc: 55 gr,Các thiết bị có hỗ trợ Bluetooth
127,76111,Tai nghe Bluetooth True Wireless Baseus Bowie E18,Baseus,Tai nghe Bluetooth,490000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 7.5 giờ<br>Hộp sạc: 25 giờ,,,Các thiết bị có hỗ trợ Bluetooth
128,53357,Tai nghe Bluetooth True Wireless OPPO Enco Buds 2,OPPO,Tai nghe Bluetooth,790000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Chống ồn,Cảm ứng chạm,,Tai nghe: Dùng 7 giờ <br> Hộp sạc: Dùng 28 giờ,Tai nghe: 35.2 x 20.3 x 23.3 mm <br>Hộp sạc: 57 x 57 x 25.6 mm,Tai nghe: 4 g <br> Hộp sạc: 30 g,"Android, iOS (iPhone)"
129,86352,Tai nghe Bluetooth ROBOT T10S ,Robot,-,499000,"Bảo hành 12 tháng chính hãng tại CellphoneS, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ nhà sản xuất ",,,Có,Pin sử dụng liên tục đến 30 giờ,,,Các thiết bị có hỗ trợ Bluetooth
130,92976,Tai nghe Bluetooth True Wireless Havit TW967 Pro,Havit,Tai nghe Bluetooth,450000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 5 giờ<br>Hộp sạc: 20 giờ,,,Các thiết bị có hỗ trợ Bluetooth
131,88419,Tai nghe Bluetooth True Wireless Anker Soundcore K20i - A3994,Anker,Tai nghe Bluetooth,619000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 6 giờ<br>Hộp sạc: 36 giờ,,,Các thiết bị có hỗ trợ Bluetooth
132,65749,Tai nghe Bluetooth True Wireless SoundPEATS Air 4 Lite,Soundpeats,Tai nghe Bluetooth,1590000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại",Chạm cảm ứng ,Có (6 Mic),Tai nghe: 7 giờ<br>Hộp sạc: 30 giờ,,4g mỗi bên,Các thiết bị hỗ trợ Bluetooth
133,85509,Tai nghe Bluetooth thể thao Havit OWS907 Open-Ear,Havit,Tai nghe Bluetooth,690000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại",,Có,Tai nghe: 6 giờ,Tai nghe: 30*18*23mm <br>Hộp sạc: 45*47*27mm,Tai nghe: 5.2g,Các thiết bị có hỗ trợ Bluetooth
134,64943,Tai nghe Bluetooth True Wireless Havit TW947,Havit,Tai nghe Bluetooth,590000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Cảm ứng chạm,Có,Tai nghe: 6 giờ<br>Hộp sạc: 30 giờ,,,Các thiết bị có hỗ trợ Bluetooth
135,74371,Tai nghe Bluetooth True Wireless Edifier X5 Pro,Edifier,Tai nghe Bluetooth,990000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Có mic đàm thoại",,Có,Tai nghe: 7 giờ<br>Hộp sạc: 24 giờ (Tắt ANC),Tai nghe: 32.64 x 20.96 x 24.33 mm <br>Hộp sạc: 59 x 48.95 x 27.4 mm,,Các thiết bị có hỗ trợ Bluetooth
136,86790,Tai nghe chụp tai Soundpeats Space ,Soundpeats,-,1490000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,,Nút nhấn vật lý,Có,123 giờ,,264 g,Các thiết bị có hỗ trợ Bluetooth
137,16371,Tai nghe Bluetooth PowerBeat Pro,Apple Chính hãng,Tai nghe Bluetooth,5990000.0,"Bảo hành chính hãng 12 tháng, 1 ĐỔI 1 trong 30 ngày đầu. ","Điều khiển giọng nói, Xuyên âm",,,,- Tai nghe: Dài 5.6 cm <br> - Hộp sạc: Dài 7.7 cm,- Tai nghe: 20.3 g,"Thiết bị Android,IOS<br>Laptop có hỗ trợ Bluetooth"
138,71970,Tai nghe không dây Gaming Sony INZONE Buds,Sony,Tai nghe Bluetooth,4790000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Xuyên âm, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 12 giờ<br>Hộp sạc: 24 giờ (Tắt chống ồn),,Tai nghe: 6.5 g,Các thiết bị có hỗ trợ Bluetooth
139,75136,Tai nghe Bluetooth thể thao Baseus Eli Sport 1 Open-Ear - Chỉ có tại CellphoneS,Baseus,Tai nghe Bluetooth,1590000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,,Có<br>2 mic AI,30 giờ,,9.9g mỗi bên,Các thiết bị hỗ trợ Bluetooth
140,85758,Tai nghe Bluetooth True Wireless Riversong Airfly T2,Hãng khác,Tai nghe Bluetooth,1400000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe+ hộp sạc: 30 giờ,,,Các thiết bị có hỗ trợ Bluetooth
141,61717,Tai nghe Bluetooth True Wireless Robot Airbuds T50s,Robot,Tai nghe Bluetooth,490000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Cảm ứng chạm,Có,Tai nghe: 7 giờ<br>Hộp sạc: 28 giờ,,,Các thiết bị có hỗ trợ Bluetooth
142,26733,Tai nghe nhét tai Devia Smart Earpods có Mic,Devia,Tai nghe có dây,250000,"Bảo hành 12 tháng chính hãng tại CellphoneS, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ nhà sản xuất ",Có mic đàm thoại,,,,Chiều dài dây 1.2m,,
143,87278,Tai nghe Bluetooth Soundpeals Clear Pods ,Soundpeats,-,790000,"Bảo hành 12 tháng chính hãng tại CellphoneS, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ nhà sản xuất ",,Cảm ứng chạm,"Mic kép, ENC",Tai nghe: 7 giờ <br> Hộp sạc: 40 giờ ,Tai nghe: 21 x 24 x 33 mm<br> Hộp sạc: 57 x 30 x 50.2 mm ,44 g ,Các thiết bị có hỗ trợ bluetooth
144,67249,Tai nghe Bluetooth chụp tai Baseus Encok D02 Pro,Baseus,Tai nghe Bluetooth,790000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Có mic đàm thoại",Nút bấm,Có,Lến đến 40 giờ,,,Các thiết bị hỗ trợ Bluetooth
145,67246,Tai nghe Bluetooth chụp tai Baseus Bowie H1i,Baseus,Tai nghe Bluetooth,1190000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Có mic đàm thoại",Nút bấm,Có<br>4 micro,ANC tắt: 100 giờ<br>ANC bật: 70 giờ,,,Các thiết bị hỗ trợ Bluetooth
146,87403,Tai nghe có dây Gaming Havit H2033D,Havit,Tai nghe có dây,999000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,,Có,,100 x 190 x 206mm,365g,Các thiết bị có cổng 3.5mm<br>PS4<br>XBOX
147,66444,Tai nghe Bluetooth thể thao Sony Float Run WI-OE610,Sony,Tai nghe Bluetooth,2490000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Nút bấm vật lý,Có,10 giờ,,,Các thiết bị có hỗ trợ Bluetooth
148,59063,Tai nghe Bluetooth True Wireless Edifier W320TN,Edifier,Tai nghe Bluetooth,2190000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Xuyên âm, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 5.5 giờ <br> Hộp sạc: 22 giờ,Tai nghe: 36.15 x 18.14 x 19.76 mm <br>Hộp sạc: 58.0 x 26.4 x 51.86 mm,Hộp sạc: 51 g,Các thiết bị có hỗ trợ Bluetooth
149,61060,Tai nghe Bluetooth chụp tai Edifier W600BT,Edifier,Tai nghe Bluetooth,1000000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Nút bấm vật lý,Có,30 giờ,,168g,Các thiết bị có hỗ trợ Bluetooth
150,76092,Tai nghe Bluetooth thể thao Anker Soundcore V30i,Anker,Tai nghe Bluetooth,1790000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Có mic đàm thoại",Cảm ứng chạm hoặc Ứng dụng,Có (4 micro),Tai nghe: 12 giờ<br>Hộp sạc: 36 giờ,,,Các thiết bị hỗ trợ Bluetooth
151,46382,Tai nghe không dây chụp tai Gaming Logitech G435,Logitech,Tai nghe Bluetooth,1690000.0,Bảo hành 24 tháng chính hãng. ,Có mic đàm thoại,Nút vật lý,,18 giờ,,165 gram,
152,44157,Tai nghe Bluetooth True Wireless Xiaomi Buds 3T Pro,Xiaomi,Tai nghe Bluetooth,3690000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Xuyên âm, Có mic đàm thoại, Sạc không dây",Chạm cảm ứng ,Có,Tai nghe: 6 giờ<br>Hộp sạc: 24 giờ ,,Tai nghe: 4.9 g<br>Hộp sạc: 48 g,Các thiết bị có hỗ trợ Bluetooth
153,79478,Tai nghe Bluetooth thể thao Havit OWS902,Havit,-,790000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,,Có,Nghe nhạc: 4 giờ<br>Đàm thoại: 3 giờ,,,
154,73413,Tai nghe Bluetooth chụp tai JBL Live 670NC,JBL,Tai nghe Bluetooth,2990000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Có mic đàm thoại",Nút bấm và Ứng dụng,Có (2 Micro),ANC Tắt: 65 giờ<br>ANC bật ANC: 50 giờ,,219g,Các thiết bị hỗ trợ Bluetooth
155,27894,Tai nghe Bluetooth True Wireless SoundPEATS True Air 2,Soundpeats,Tai nghe Bluetooth,1300000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Cảm ứng chạm ,Có,Tai nghe: 6 giờ <br>Hộp sạc: 20 giờ ,Tai nghe: 37.8 x 17.70 x 17.20 mm <br>Hộp sạc: 52.50 x 52.50 x 21.45 mm,Tai nghe: 3.5 g<br>Hộp sạc: 33 g,Các thiết bị có hỗ trợ Bluetooth
156,71440,Tai nghe Bluetooth True Wireless ROBOT Airbuds T60,Robot,Tai nghe Bluetooth,390000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Cảm ứng chạm,Có,Tai nghe: 6 giờ<br>Hộp sạc: 30 giờ,,,Các thiết bị hỗ trợ Bluetooth
157,70665,Tai nghe có dây Baseus Encok H17 ,Baseus,Tai nghe có dây,249000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,,Có,,1.1 mét,,
158,69287,Tai nghe Bluetooth thể thao dẫn khí truyền âm Soul OPENEAR PLUS,SOUL,Tai nghe Bluetooth,690000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Nút bấm vật lý,,7 giờ,133 x 107 x 38 mm,18g,Các thiết bị hỗ trợ Bluetooth
159,67009,Tai nghe Bluetooth True Wireless TRUEFREE T3,Soundpeats,Tai nghe Bluetooth,590000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Chạm cảm ứng,Có,Tai nghe: 7 giờ<br>Hộp sạc: 28 giờ,Tai nghe:  33.3 x 18.3 x 19.5mm<br>Hộp sạc:  51 x 50 x 26mm,Tai nghe: 3.5g<br>Hộp sạc: 38g,Các thiết bị hỗ trợ Bluetooth 4.0 trở lên
160,41412,Tai nghe nhét tai Samsung IA500,Samsung Chính hãng,Tai nghe có dây,300000,Bảo hành 12 tháng 1 đổi 1. ,Có mic đàm thoại,Nút bấm vật lý,Có,,,14.76 g,Các thiết bị có cổng 3.5 mm
161,48118,Tai nghe truyền dẫn xương Shokz Openmove,Shokz,Tai nghe Bluetooth,2290000.0,"Bảo hành 24 tháng chính hãng, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX.","Chống ồn, Điều khiển giọng nói, Có mic đàm thoại",Chạm cảm ứng,Có ,6 giờ ,,29 g,Các thiết bị có hỗ trợ Bluetooth
162,93467,Tai nghe chụp tai chống ồn Apple AirPods Max Chính hãng,Apple Chính hãng,Tai nghe Bluetooth,13190000.0,Bảo hành 1 đổi 1 trong 30 ngày nếu có lỗi phần cứng từ nhà sản xuất. Bảo hành 12 tháng tại trung tâm bảo hành uỷ quyền CareS.vn,"Chống ồn, Có mic đàm thoại",,,20 giờ,187.3 x 168.6 x 83.4 mm,,Các thiết bị có hỗ trợ Bluetooth
163,40355,Tai nghe KZ ZSN Pro,KZ,Tai nghe có dây,590000,Bảo hành 12 tháng 1 đổi 1. ,"Chống ồn, Có mic đàm thoại",Nút bấm vật lý,Có,,,,Các thiết bị có hỗ trợ cổng 3.5 mm
164,67338,Tai nghe Bluetooth thể thao Shokz OpenFit,Shokz,Tai nghe Bluetooth,4990000.0,"Bảo hành 24 tháng chính hãng, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX.",Có mic đàm thoại,Nút đa chức năng,Có<br>Chống ồn kép<br>Khử tiếng ồn cuộc gọi AI,Tai nghe: 7 giờ<br>Hộp sạc: 28 giờ,,Tai nghe: 8.3g ± 0.2g<br>Hộp sạc: 57g ± 1g ,Các thiết bị hỗ trợ Bluetooth
165,70664,Tai nghe có dây Baseus Encok CZ11,Baseus,Tai nghe có dây,110000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,,Có,,1.1 mét,,
166,73911,Tai nghe Bluetooth chụp tai SoundPEATS A8 - Chỉ có tại CellphoneS,Soundpeats,Tai nghe Bluetooth,1600000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Có mic đàm thoại",Nút bấm,Có,70 giờ,188.6 x 153.16 x 82.44mm,264g,Các thiết bị có hỗ trợ Bluetooth
167,47405,Tai nghe chụp tai Havit H100D,Havit,Tai nghe có dây,350000,Bảo hành 12 tháng chính hãng. ,Có mic đàm thoại,,Có,,8 x 19 x 18 cm,200 gram,Các thiết bị có hỗ trợ cổng 3.5 mm
168,86398,Tai nghe Bluetooth True Wireless SoundPEATS Air3 Deluxe HS,Soundpeats,Tai nghe Bluetooth,1750000.0,"Bảo hành 12 tháng chính hãng tại CellphoneS, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ nhà sản xuất ","Chống ồn, Có mic đàm thoại",,Có,Tai nghe: 5 giờ<br>Hộp sạc: 20 giờ,Tai nghe: 34 × 17.8 × 17.3 mm<br>Hộp sạc: 60 × 22.5 x 48 mm,,Các thiết bị có hỗ trợ Bluetooth
169,62292,Tai nghe Bluetooth True Wireless Havit TW971,Havit,Tai nghe Bluetooth,690000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,Cảm ứng chạm,Có,Tai nghe: 5 giờ,,,Các thiết bị có hỗ trợ Bluetooth
170,84368,Tai nghe Bluetooth True Wireless EarFun Air Pro 3,EarFun,Tai nghe Bluetooth,2390000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Có mic đàm thoại, Sạc không dây",Cảm ứng chạm,Có (6 mic),Tai nghe: 9 giờ <br>Hộp sạc: 36 giờ (Tắt ANC),60 x 50 x 31mm,52g,Các thiết bị có hỗ trợ Bluetooth
171,83608,Tai nghe chụp tai có dây Gaming Havit H2008D,Havit,Tai nghe có dây,990000,Bảo hành 1 đổi 1 trong 12 tháng.,Có mic đàm thoại,,Có,,,,Các thiết bị có hỗ trợ cổng cắm 3.5 mm
172,73910,Tai nghe Bluetooth thể thao SoundPEATS RunFree Lite 2,Soundpeats,Tai nghe Bluetooth,890000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Điều khiển giọng nói, Có mic đàm thoại",,Có,15 giờ,,,Các thiết bị có hỗ trợ Bluetooth
173,67759,Tai nghe Bluetooth True Wireless Baseus Bowie WM02 Plus,Baseus,Tai nghe Bluetooth,790000,"Bảo hành 12 tháng chính hãng, 1 đổi 1","Điều khiển giọng nói, Có mic đàm thoại",Nút bấm vật lý,Có<br>4 mic ENC,Tai nghe: Dùng 5 giờ<br>Hộp sạc: 50 giờ,Hộp sạc: 44 x 44 x 30.5mm <br> Tai nghe: 24.3 x 24.3 mm,Tai nghe: 3.8g <br> Hộp sạc: 33g,Các thiết bị hỗ trợ Bluetooth
174,69295,Tai nghe Bluetooth True Wireless Havit TW905 ,Havit,Tai nghe Bluetooth,690000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,,Có<br>2 mic ENC,Tai nghe: 6 giờ<br>Hộp sạc: 27 giờ,,,Các thiết bị hỗ trợ Bluetooth
175,59280,Tai nghe Bluetooth True Wireless SoundPEATS Opera 05 ,Soundpeats,Tai nghe Bluetooth,2190000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Xuyên âm, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 9 giờ<br>Hộp sạc: 33 giờ ,Tai nghe: 24.30 × 22.46 × 29.03 mm<br>Hộp sạc: 69.17 × 30.94 × 44.89 mm,Tai nghe: 7.3 g<br>Hộp sạc:58.8 g,Các thiết bị có hỗ trợ Bluetooth
176,75796,Tai nghe truyền dẫn xương Shokz OpenSwim Pro,Shokz,Tai nghe Bluetooth,4990000.0,"Bảo hành 24 tháng chính hãng, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX.",,,Có,Chế độ Bluetooth: 9 Giờ br><Chế độ MP3: 6 Giờ,,27.3 g,Các thiết bị có hỗ trợ Bluetooth
177,55486,Tai nghe chụp tai Dareu EH416,DAREU,Tai nghe có dây,499000,Bảo hành 12 tháng tại trung tâm bảo hành ủy quyền Chính hãng. 1 đổi 1 trong 15 ngày nếu có lỗi nhà sản xuất. ,Có mic đàm thoại,,Có,,,280 +/- 10g,Các thiết bị có trang bị cổng USB
178,28148,Tai nghe Bluetooth True Wireless Marshall Monitor 2 ANC,Marshall,Tai nghe Bluetooth,7990000.0,Bảo hành 1 ĐỔI 1 12 tháng tại trung tâm bảo hành chính hãng. ,"Chống ồn, Điều khiển giọng nói, Có mic đàm thoại",,Có,Bật ANC: 30 giờ<br>Tắt ANC: 45 giờ,,320g,Các thiết bị có hỗ trợ Bluetooth
179,72446,Tai nghe có dây Edifier P180 Plus,Edifier,Tai nghe có dây,145000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,,Có,,1.2 mét,,Các thiết bị có hỗ trợ cổng 3.5mm
180,30041,Tai nghe chụp tai Gaming Havit HV-H2232D,Havit,Tai nghe có dây,790000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,Có mic đàm thoại,,Có,,190 x 100 x 230 mm,580 gram,Các thiết bị có hỗ trợ cổng cắm 3.5 mm
181,70280,Tai nghe Bluetooth chụp tai Sennheiser ACCENTUM,Sennheiser,Tai nghe Bluetooth,4990000.0,"Bảo hành 24 tháng chính hãng, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX.",Chống ồn,,2 mic<br>Có hỗ trợ giảm tiếng ồn,Đến 50 giờ,,222 g,Các thiết bị hỗ trợ Bluetooth
182,49658,Tai nghe Gaming chụp tai Sony Inzone H9,Sony,Tai nghe Bluetooth,5850000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Có mic đàm thoại",Nút bấm vật lý,Có,32 giờ,,330 g,Các thiết bị có hỗ trợ Bluetooth và cổng Type-C
183,73009,Tai nghe Bluetooth chụp tai Edifier WH500 ,Edifier,Tai nghe Bluetooth,830000,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Có mic đàm thoại",Nút nhấn,Có,Đến 40 giờ,163.3 x 67.2 x 184mm,172g,Các thiết bị hỗ trợ Bluetooth
184,45227,Tai nghe Sony MDR E9LP,Sony,Tai nghe có dây,199000,Bảo hành 12 tháng 1 đổi 1. ,,,Không,,,6 g,Các thiết bị có cổng cắm 3.5 mm
185,37482,Tai nghe Bluetooth chụp tai SoundPEATS A6  ,Soundpeats,Tai nghe Bluetooth,1600000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Có mic đàm thoại",Nút bấm vật lý,Có,27 giờ (bật ANC)<br>37 giờ (tắt ANC),155 x 80 x 200mm,266g,Các thiết bị có hỗ trợ Bluetooth và cổng 3.5 mm
186,51449,Tai nghe Bluetooth True Wireless OPPO Enco Air 2 Pro,OPPO,Tai nghe Bluetooth,1390000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Xuyên âm, Có mic đàm thoại",Cảm ứng chạm,Có,Tai nghe: 7 giờ <br> Hộp sạc: 28 giờ,6.684 x 5.145 x 2.504 cm (Dài x Rộng x Cao),4.3 g,Các thiết bị có hỗ trợ Bluetooth
187,73117,Tai nghe Bluetooth chụp tai Baseus H1 Pro,Baseus,Tai nghe Bluetooth,1990000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Có mic đàm thoại",Nút bấm,Có,Bật ANC: 60 giờ<br>Tắt ANC: 80 giờ,,265g,Các thiết bị có hỗ trợ Bluetooth
188,32655,Tai nghe Logitech G333,Logitech,Bàn,1299000.0,Bảo hành 24 tháng chính hãng. ,Có mic đàm thoại,,,,,13.6 gr,
189,86237,Tai nghe chụp tai Anker Soundcore Space H30i - A3012,Anker,Tai nghe Bluetooth,990000,Bảo hành 18 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX.,Có mic đàm thoại,,Có,70 giờ,186 x 75 x 167 mm,183 g,Các thiết bị có hỗ trợ Bluetooth
190,75342, Tai nghe bluetooth Shokz Openfit Air ,Shokz,Tai nghe Bluetooth,3290000.0,"Bảo hành 24 tháng chính hãng, 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX.","Chống ồn, Có mic đàm thoại",Cảm ứng chạm,Có<br>Hỗ trợ khử ồn cuộc gọi AI,Tai nghe: 7 giờ<br>Hộp sạc: 28 giờ,,"Tai nghe: 8,3g ± 0,2g<br>Hộp sạc: 57g ± 1g",Các thiết bị hỗ trợ Bluetooth
191,84360,Tai nghe Bluetooth True Wireless EarFun Air 2,EarFun,Tai nghe Bluetooth,1190000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Có mic đàm thoại, Sạc không dây",Cảm ứng chạm,Có<br>4 mic AI,Tai nghe: 9 giờ <br>Hộp sạc: 31 giờ,62.1 x 47.5 x 25 mm,45g,Các thiết bị có hỗ trợ Bluetooth
192,86422,Tai nghe Bluetooth True Wireless EarFun Wave Pro,EarFun,Tai nghe Bluetooth,1990000.0,Bảo hành 12 tháng chính hãng 1 đổi 1 trong 15 ngày nếu có lỗi phần cứng từ NSX. ,"Chống ồn, Điều khiển giọng nói, Có mic đàm thoại",Cảm ứng chạm,Có (5 mic),Bật ANC: 55 giờ<br>Tắt ANC: 80 giờ,159.7mm x 82.4mm x 210.8mm,268g,Các thiết bị có hỗ trợ Bluetooth
